codigo_estacion,institucion,fuente,nombre,altura,latitud,longitud,codigo_cuenca,nombre_cuenca,codigo_sub_cuenca,nombre_sub_cuenca,inicio_observaciones,fin_observaciones,cantidad_observaciones,inicio_automatica
2113001,DGA,dga_web,Rio Huatacondo En Copaquire,3540,-20.9333,-68.8833,21,Rio Loa,211,Loa Medio (Entre R.  Salado Y Q. De Barrera),2011-06-01,2019-10-31,2776,2019-04-01
1080001,DGA,dga_web,Ujina,4300,-20.9714,-68.6275,10,Altiplanicas,108,Salar De Michincha,1974-01-01,2019-12-31,12655,-
1080002,DGA,dga_web,Collahuasi,4250,-20.9961,-68.8019,10,Altiplanicas,108,Salar De Michincha,1971-11-01,1991-08-31,6938,-
2105031,DGA,dga_web,Amincha,3860,-21.2006,-68.3394,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),1978-12-01,1981-11-30,273,-
2000001,DGA,dga_web,Ollague,3700,-21.2233,-68.2494,20,Fronterizas Salar Michincha-R.Loa,200,Salar De Ollague,1971-11-01,2019-07-31,11466,2017-08-08
2020001,DGA,dga_web,Cebollar,3730,-21.5311,-68.3386,20,Fronterizas Salar Michincha-R.Loa,202,Salar De Ascotan,1900-02-01,2006-12-31,9675,-
2101003,DGA,dga_web,Lequena,3320,-21.6553,-68.6611,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),1973-11-01,2019-12-31,16643,-
2101001,DGA,dga_web,Rio Loa Antes Represa Lequena,3315,-21.6558,-68.6622,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),2001-12-01,2019-12-31,6389,2017-06-01
2112008,DGA,dga_web,Quillagua,802,-21.6603,-69.5358,21,Rio Loa,211,Loa Medio (Entre R.  Salado Y Q. De Barrera),1900-02-01,2019-12-31,16797,-
2020002,DGA,dga_web,Ascotan,3970,-21.7253,-68.2756,20,Fronterizas Salar Michincha-R.Loa,202,Salar De Ascotan,1974-08-01,2017-12-31,14079,-
2111004,DGA,dga_web,Tranque Sloman,985,-21.8506,-69.5139,21,Rio Loa,211,Loa Medio (Entre R.  Salado Y Q. De Barrera),1996-03-01,2004-12-31,3228,-
2102005,DGA,dga_web,Quinchamale,3080,-21.9053,-68.5964,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),1995-06-01,2019-12-31,8890,-
2103007,DGA,dga_web,San Pedro De Conchi,3217,-21.9333,-68.5364,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),1970-02-01,1993-04-30,8247,-
2103008,DGA,dga_web,Parshall N 2,3318,-21.9428,-68.5175,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),1969-04-01,2015-12-31,16201,-
2104007,DGA,dga_web,Conchi Viejo,3491,-21.95,-68.7239,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),1900-02-01,2017-06-30,14322,-
2103009,DGA,dga_web,Ojos San Pedro,3800,-21.9706,-68.3128,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),1900-02-01,2017-07-31,14854,-
2103014,DGA,dga_web,Rio Siloli Antes B.T. Fcab,4000,-22.0103,-68.0269,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),2012-10-01,2019-12-31,2105,2017-10-01
2103012,DGA,dga_web,Silala,4305,-22.0139,-68.0289,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),2001-01-01,2019-07-31,6348,-
2104008,DGA,dga_web,Conchi Embalse,3010,-22.025,-68.6242,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),1967-09-01,2019-12-31,16252,-
2104009,DGA,dga_web,Conchi Muro Embalse,3000,-22.0267,-68.6208,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),1978-02-01,1991-12-31,4805,-
2103010,DGA,dga_web,Inacaliri,4040,-22.0278,-68.0661,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),1900-02-01,2019-05-31,17909,-
2104002,DGA,dga_web,Rio Loa En Salida Embalse Conchi,2950,-22.0278,-68.6208,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),2012-02-01,2019-12-30,2646,-
2210002,DGA,dga_web,Tocopilla,150,-22.0797,-70.1897,22,Costeras R.Loa-Q.Caracoles,221,Costeras Entre Q. Iquine Y Q.Tocopilla (Inclusive),1900-02-01,2019-12-31,9373,2017-06-30
2105014,DGA,dga_web,Cupo,3370,-22.1147,-68.3167,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),1900-02-01,2019-12-31,13577,-
2105016,DGA,dga_web,Linzor,4100,-22.2297,-68.0228,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),1973-11-01,2019-12-31,14666,2017-10-04
2105015,DGA,dga_web,Turi,3070,-22.2408,-68.2881,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),1981-01-01,1993-05-31,4411,-
2105017,DGA,dga_web,Toconce,3310,-22.2592,-68.1733,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),1972-03-01,2019-12-31,17276,-
2105018,DGA,dga_web,Ayquina,3031,-22.2753,-68.3183,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),1967-09-01,2019-10-31,18351,-
2105001,DGA,dga_web,Rio Salado A. J. Curti,3080,-22.2792,-68.2428,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),2012-04-01,2013-07-31,485,-
2105019,DGA,dga_web,Sifon Ayquina,3000,-22.2833,-68.3497,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),1975-07-01,1977-12-31,915,-
2105020,DGA,dga_web,Salado Embalse,3200,-22.2856,-68.2028,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),1975-10-01,2019-12-31,14812,2017-06-06
2105002,DGA,dga_web,Rio Salado En Sifon Ayquina,2980,-22.2894,-68.3447,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),2001-11-01,2019-02-02,5572,2018-02-14
2105021,DGA,dga_web,Caspana,3260,-22.3367,-68.2122,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),1971-01-01,2008-12-31,13436,-
2104010,DGA,dga_web,Chiu-Chiu,2524,-22.3378,-68.6367,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),1974-08-01,2019-11-30,16280,-
2105022,DGA,dga_web,El Tatio,4370,-22.3711,-68.0133,21,Rio Loa,210,Rio Loa Alto (Bajo Junta Rio Salado),1977-06-01,2019-12-31,14278,2017-06-07
2112009,DGA,dga_web,Coya Sur,1250,-22.3939,-69.6225,21,Rio Loa,211,Loa Medio (Entre R.  Salado Y Q. De Barrera),1974-06-01,1991-06-30,6117,-
2110013,DGA,dga_web,Calama,2300,-22.4494,-68.9044,21,Rio Loa,211,Loa Medio (Entre R.  Salado Y Q. De Barrera),1900-02-01,2019-12-31,18397,2017-06-05
2510007,DGA,dga_web,Rio Grande,3250,-22.6522,-68.1658,25,Salar De Atacama,251,Rio San Pedro,1900-02-01,2019-12-31,15519,-
2700001,DGA,dga_web,Sierra Gorda,1616,-22.8892,-69.3219,27,Quebrada Caracoles,270,Quebrada Caracoles Bajo Junta Quebrada El Buitre,1994-09-01,2019-12-30,8696,2017-06-01
2510006,DGA,dga_web,San Pedro De Atacama,2450,-22.9053,-68.2003,25,Salar De Atacama,251,Rio San Pedro,1959-01-01,2017-12-31,12966,-
2500016,DGA,dga_web,Toconao Experimental,2500,-23.1889,-67.9978,25,Salar De Atacama,250,Salar De Atacama,1975-11-01,2009-02-28,11678,-
2500015,DGA,dga_web,Toconao Reten,2460,-23.1936,-68.0094,25,Salar De Atacama,250,Salar De Atacama,1975-01-01,1991-01-31,5875,-
2500021,DGA,dga_web,Talabre,3300,-23.3125,-67.8878,25,Salar De Atacama,250,Salar De Atacama,1900-02-01,2019-12-31,8792,-
2710002,DGA,dga_web,Baquedano,1032,-23.3336,-69.8397,27,Quebrada Caracoles,271,Q. Caracoles Entre Quebrada El Buitre Y  Salar Del Carmen,1900-02-01,2019-12-31,14120,2017-06-30
2500017,DGA,dga_web,Camar,2700,-23.4069,-67.9631,25,Salar De Atacama,250,Salar De Atacama,1900-02-01,2019-12-31,14942,-
2240000,DGA,dga_web,Liceo CientÍFico Humanista La Chimba,0,-23.5544,-70.3933,22,Costeras R.Loa-Q.Caracoles,224,Costeras Entre Qs. Chacaya Y Caracoles (Incl.),2015-05-01,2016-07-06,433,-
2500019,DGA,dga_web,Socaire,3251,-23.5869,-67.8925,25,Salar De Atacama,250,Salar De Atacama,1900-02-01,2017-11-30,15306,-
2710003,DGA,dga_web,Antofagasta,50,-23.5975,-70.3867,27,Quebrada Caracoles,271,Q. Caracoles Entre Quebrada El Buitre Y  Salar Del Carmen,1900-02-01,2019-12-31,15366,2017-06-30
2240001,DGA,dga_web,Escuela FundaciÓN Minera Escondida,0,-23.6144,-70.3703,22,Costeras R.Loa-Q.Caracoles,224,Costeras Entre Qs. Chacaya Y Caracoles (Incl.),2015-05-01,2018-01-10,875,-
2500020,DGA,dga_web,Peine,2460,-23.6842,-68.0581,25,Salar De Atacama,250,Salar De Atacama,1974-11-01,2019-12-31,16249,-
2900000,DGA,dga_web,Universidad De Antofagasta,0,-23.7017,-70.4208,29,Qs.Entre Q. La Negra Y Q. Pan De Azucar,290,Quebradas Entre Quebrada La Negra Y Q. De Remedios,2015-05-01,2017-12-24,799,2017-06-07
2640001,DGA,dga_web,Imilac,3000,-24.1631,-68.7828,26,Endorreicas Salar Atacama-Vertiente Pacifico,264,Pampa Colorado,1972-11-01,1977-04-30,1642,-
2660001,DGA,dga_web,Monturaqui,3430,-24.3414,-68.4353,26,Endorreicas Salar Atacama-Vertiente Pacifico,266,Pampa De Socompa,1974-11-01,1979-12-31,1887,-
2810001,DGA,dga_web,Cachinal De La Sierra,2640,-24.9611,-69.52,28,Quebrada La Negra,281,Quebrada Grande,1986-11-01,1986-12-31,61,-
2941001,DGA,dga_web,Vaquillas,3250,-25.3958,-69.2986,29,Costeras Entre Q. La Negra Y Q. Pan De Azucar,294,Quebrada De Taltal,1987-01-01,1988-02-29,363,-
2942001,DGA,dga_web,Aguas Verdes,1560,-25.4,-69.9633,29,Costeras Entre Q. La Negra Y Q. Pan De Azucar,294,Quebrada De Taltal,1987-09-01,2019-12-31,11460,-
2943002,DGA,dga_web,Tal-Tal (Dcp),0,-25.4033,-70.4797,29,Qs.Entre Q. La Negra Y Q. Pan De Azucar,294,Quebrada De Taltal,2015-05-01,2019-12-31,1697,2017-06-30
2943001,DGA,dga_web,Tal-Tal,9,-25.4047,-70.4819,29,Costeras Entre Q. La Negra Y Q. Pan De Azucar,294,Quebrada De Taltal,1900-02-01,2016-06-30,12476,-
2960001,DGA,dga_web,Sierra Overa,1900,-25.78,-69.8881,29,Costeras Entre Q. La Negra Y Q. Pan De Azucar,296,Quebrada De La Cachina,1986-12-01,1988-06-30,578,-
3210001,DGA,dga_web,Las Vegas,2250,-26.6781,-69.6656,32,Rio Salado,321,Quebrada Del Chanaral,1984-01-01,2019-12-31,12803,2017-06-01
3340001,DGA,dga_web,Caldera,15,-27.0692,-70.8156,33,Costeras E Islas R.Salado-R.Copiapo,334,Costeras Entre Quebrada Del Morado Y Rio Copiapo,1992-03-01,2019-12-29,9436,2017-06-05
5610000,DGA,dga_web,Poike,32,-27.1125,-90.2753,56,Islas Del Pacifico,561,Isla De Pascua,2010-01-01,2010-04-30,120,-
3441001,DGA,dga_web,Pastos Grandes,2260,-27.1142,-69.5642,34,Rio Copiapo,344,Quebrada Paipote,1966-08-01,2019-12-30,18934,-
3450004,DGA,dga_web,Copiapo,385,-27.3772,-70.3308,34,Rio Copiapo,345,R.  Copiapo Bajo,1971-01-01,2019-12-31,17566,2017-06-01
3431004,DGA,dga_web,Elibor Campamento,750,-27.7167,-70.1953,34,Rio Copiapo,343,R.  Copiapo Medio,1978-01-01,2019-12-31,15309,-
3431001,DGA,dga_web,Rio Copiapo En La Puerta,915,-27.8044,-70.1269,34,Rio Copiapo,343,R.  Copiapo Medio,2010-10-01,2019-12-31,2791,2018-03-20
3430007,DGA,dga_web,Los Loros,940,-27.8317,-70.1119,34,Rio Copiapo,343,R.  Copiapo Medio,1967-09-01,2019-12-31,17955,-
3404002,DGA,dga_web,Jorquera En La Guardia,2000,-27.8364,-69.755,34,Rio Copiapo,340,Rio Jorquera,1966-10-01,2019-12-31,19083,-
3604001,DGA,dga_web,El Totoral,150,-27.9022,-70.9575,36,Q.Totoral Y Costeras Hasta Q.Carrizal,360,Quebrada Totoral,1987-02-01,2019-11-30,11960,-
3430006,DGA,dga_web,Lautaro Embalse,1110,-27.9783,-70.0033,34,Rio Copiapo,343,R.  Copiapo Medio,1930-05-01,2019-12-31,22280,2020-01-30
3430003,DGA,dga_web,Rio Copiapo En Pastillo,1300,-28.0003,-69.9747,34,Rio Copiapo,343,R.  Copiapo Medio,2014-08-01,2019-12-31,1837,2017-06-05
3414001,DGA,dga_web,Rio Pulido En Vertedero,1310,-28.0858,-69.9408,34,Rio Copiapo,341,Rio Pulido,2016-02-01,2019-12-30,1160,2016-08-12
3701001,DGA,dga_web,Canto De Agua,330,-28.0992,-70.7811,37,Quebrada Carrizal Y Costeras Hasta R. Huasco,370,Quebradas Carrizal Y Carrizalillo,1987-02-01,2019-12-31,11596,-
3421004,DGA,dga_web,Manflas,1410,-28.1336,-69.975,34,Rio Copiapo,342,Rio Manflas,1966-07-01,2019-12-31,18994,-
3414002,DGA,dga_web,Iglesia Colorada,1550,-28.1572,-69.8808,34,Rio Copiapo,341,Rio Pulido,1988-06-01,2019-12-31,11443,-
3412001,DGA,dga_web,Torin En El Potro,2800,-28.2767,-69.7481,34,Rio Copiapo,341,Rio Pulido,1990-09-01,1992-08-31,397,-
3826002,DGA,dga_web,Huasco,15,-28.4669,-71.2214,38,Rio Huasco,382,Rio Huasco,1976-01-01,1992-12-31,6118,-
3826003,DGA,dga_web,Huasco Bajo,50,-28.4725,-71.1931,38,Rio Huasco,382,Rio Huasco,1993-01-01,2018-06-30,9189,-
3825004,DGA,dga_web,Freirina,100,-28.5072,-71.0806,38,Rio Huasco,382,Rio Huasco,1987-05-01,2019-12-30,10596,-
3823004,DGA,dga_web,La Compaia (Vallenar),430,-28.5761,-70.8081,38,Rio Huasco,382,Rio Huasco,1993-02-01,2019-11-30,9704,-
3823003,DGA,dga_web,Vallenar Dga,420,-28.5861,-70.7397,38,Rio Huasco,382,Rio Huasco,1972-01-01,2019-12-31,17162,2017-12-27
3823002,DGA,dga_web,Vallenar Dmc,535,-28.5936,-70.7572,38,Rio Huasco,382,Rio Huasco,1978-01-01,1983-07-31,1916,-
3820004,DGA,dga_web,Santa Juana,560,-28.6672,-70.6625,38,Rio Huasco,382,Rio Huasco,1961-08-01,2019-12-31,20569,2017-06-01
3820002,DGA,dga_web,Rio Huasco En Chepica,600,-28.6997,-70.55,38,Rio Huasco,382,Rio Huasco,2015-12-18,2019-12-31,980,2015-12-18
3820001,DGA,dga_web,Rio Huasco En Algodones,750,-28.7306,-70.5067,38,Rio Huasco,382,Rio Huasco,2003-10-01,2019-12-30,5435,-
3804007,DGA,dga_web,Junta Del Carmen,770,-28.7539,-70.4817,38,Rio Huasco,380,Rio Transito,1948-05-01,2019-12-30,25943,-
3806002,DGA,dga_web,El Transito,1100,-28.8731,-70.2822,38,Rio Huasco,380,Rio Transito,1993-01-01,2019-12-31,9821,2019-12-01
3801002,DGA,dga_web,Junta Valerianos,1800,-28.9019,-70.0603,38,Rio Huasco,380,Rio Transito,1990-07-01,1992-08-31,336,-
3815004,DGA,dga_web,San Felix,1150,-28.9311,-70.4614,38,Rio Huasco,381,Rio Del Carmen,1969-07-01,2019-12-31,17887,-
3802001,DGA,dga_web,Rio Conay En Las Lozas,0,-28.9456,-70.1011,38,Rio Huasco,380,Rio Transito,2015-12-01,2019-12-31,1285,2017-06-05
3802006,DGA,dga_web,Conay En Albaricoque,1600,-28.9519,-70.1106,38,Rio Huasco,380,Rio Transito,1999-01-01,2019-11-30,7591,-
3940001,DGA,dga_web,Domeiko,780,-28.9544,-70.8936,39,Costeras E Islas Entre R.Huasco Y Cuarta Region,394,Q. Chanaral,1994-06-01,2019-12-30,9306,-
3802005,DGA,dga_web,Conay,1450,-28.975,-70.1533,38,Rio Huasco,380,Rio Transito,1965-01-01,2019-12-31,19291,-
3804005,DGA,dga_web,El Parral,1400,-28.9797,-70.1986,38,Rio Huasco,380,Rio Transito,1993-02-01,2019-12-31,9601,-
3802004,DGA,dga_web,Los Tambos,1400,-28.9817,-70.1881,38,Rio Huasco,380,Rio Transito,1959-01-01,1992-12-31,11314,-
3814003,DGA,dga_web,Rio Carmen En El Corral,2000,-29.1094,-70.4139,38,Rio Huasco,381,Rio Del Carmen,2015-12-01,2019-12-31,1262,2017-06-20
3804006,DGA,dga_web,El Corral,1820,-29.1383,-70.3778,38,Rio Huasco,380,Rio Transito,1995-04-01,2019-10-31,8855,-
4120001,DGA,dga_web,El Trapiche,300,-29.3731,-71.1181,41,Rio Los Choros,412,Q. Los Choros Entre Q. Del Pelicano Y Desembocadura,1979-01-01,2019-09-30,14670,-
4334001,DGA,dga_web,Fundo San Antonio,260,-29.8369,-71.1044,43,Rio Elqui,433,R. Elqui Bajo,1961-11-01,1963-12-31,640,-
4306002,DGA,dga_web,Huanta,1240,-29.8478,-70.3847,43,Rio Elqui,430,Rio Turbio,1989-04-01,2019-09-30,11072,-
4335002,DGA,dga_web,La Serena (Escuela Agricola),15,-29.9061,-71.2556,43,Rio Elqui,433,R. Elqui Bajo,1971-01-01,2019-09-30,17680,-
4308001,DGA,dga_web,Rio Turbio En Varillar,890,-29.9458,-70.5328,43,Rio Elqui,430,Rio Turbio,2014-11-01,2019-12-31,1416,2017-03-18
4331004,DGA,dga_web,Molino Yaco,1550,-29.9519,-70.28,43,Rio Elqui,433,R. Elqui Bajo,1958-09-01,1965-12-31,2679,-
4302001,DGA,dga_web,Rio Toro Antes Junta Rio La Laguna,2165,-29.9711,-70.0928,43,Rio Elqui,430,Rio Turbio,2014-11-01,2019-12-02,1604,2017-06-06
4302014,DGA,dga_web,Juntas,2150,-29.9769,-70.0944,43,Rio Elqui,430,Rio Turbio,1990-01-01,2018-11-30,9515,-
4308003,DGA,dga_web,Rivadavia,820,-29.9772,-70.5617,43,Rio Elqui,430,Rio Turbio,1937-01-01,2019-09-30,25986,-
4314002,DGA,dga_web,Rio Claro En Rivadavia,820,-29.9781,-70.5525,43,Rio Elqui,431,Rio Claro,2015-04-01,2019-12-31,1229,2017-08-12
4323007,DGA,dga_web,Almendral,370,-29.9822,-70.9186,43,Rio Elqui,432,R. Elqui Medio,1958-09-01,2019-09-30,20388,-
4320001,DGA,dga_web,Rio Elqui En Algarrobal,760,-29.9953,-70.5867,43,Rio Elqui,432,R. Elqui Medio,2011-01-01,2019-12-31,3256,2017-08-12
4321001,DGA,dga_web,Puclaro Embalse,460,-29.9964,-70.8556,43,Rio Elqui,432,R. Elqui Medio,1962-08-01,1966-12-31,1554,-
4400002,DGA,dga_web,Pan De Azucar,100,-30.0022,-71.2592,44,Costeras Entre Elqui Y Limari,440,E.  El Culebron - Q. El Romeral (Incl.),1978-09-01,1993-09-30,4384,-
4320003,DGA,dga_web,Vicua (Inia),730,-30.0567,-70.7167,43,Rio Elqui,432,R. Elqui Medio,1971-01-01,2019-09-30,17741,-
4314003,DGA,dga_web,Monte Grande,1120,-30.0894,-70.4939,43,Rio Elqui,431,Rio Claro,1958-09-01,2019-09-30,21664,-
4311003,DGA,dga_web,Pisco Elqui Dmc,1250,-30.1217,-70.4933,43,Rio Elqui,431,Rio Claro,1977-01-01,2019-09-30,15000,-
4313003,DGA,dga_web,Cochiguaz,1560,-30.1414,-70.4047,43,Rio Elqui,431,Rio Claro,1989-04-01,2019-09-30,10984,-
4311004,DGA,dga_web,Los Nichos,1330,-30.1472,-70.4983,43,Rio Elqui,431,Rio Claro,1977-01-01,2019-09-30,14822,-
4311005,DGA,dga_web,La Ortiga,1560,-30.1939,-70.4819,43,Rio Elqui,431,Rio Claro,1979-01-01,2019-07-31,14693,-
4301005,DGA,dga_web,La Laguna Embalse,3160,-30.2033,-70.0422,43,Rio Elqui,430,Rio Turbio,1964-01-01,2019-09-30,20174,-
4502005,DGA,dga_web,Hurtado,1100,-30.2867,-70.6961,45,Rio Limari,450,Rio Hurtado,1943-01-01,2019-09-30,27436,-
4410001,DGA,dga_web,Cerrillos Pobres,150,-30.2964,-71.3881,44,Costeras Entre Elqui Y Limari,441,Q. Camarones (Incl. - R. Limari,1961-08-01,1970-04-30,2555,-
4502004,DGA,dga_web,La Cortadera,920,-30.3503,-70.77,45,Rio Limari,450,Rio Hurtado,1967-06-01,1973-11-30,2283,-
4501004,DGA,dga_web,Las Breas,1600,-30.3694,-70.6131,45,Rio Limari,450,Rio Hurtado,1943-05-01,1977-12-31,8919,-
4503003,DGA,dga_web,Pichasca,725,-30.3922,-70.8678,45,Rio Limari,450,Rio Hurtado,1946-05-01,2018-11-30,25373,-
4503002,DGA,dga_web,Samo Alto,600,-30.4094,-70.9386,45,Rio Limari,450,Rio Hurtado,1968-06-01,1989-03-31,7122,-
4501003,DGA,dga_web,Pabellon,1920,-30.4111,-70.5544,45,Rio Limari,450,Rio Hurtado,1968-05-01,2019-09-30,18683,-
4503001,DGA,dga_web,Rio Hurtado En Angostura De Pangue,485,-30.4386,-71.0022,45,Rio Limari,450,Rio Hurtado,2017-05-29,2019-11-28,685,2017-05-29
4502003,DGA,dga_web,Estancia Chacay,1380,-30.4453,-70.7114,45,Rio Limari,450,Rio Hurtado,1968-06-01,1971-07-31,1002,-
4501001,DGA,dga_web,Rio Hurtado En San Agustin,2035,-30.4622,-70.5361,45,Rio Limari,450,Rio Hurtado,2017-08-04,2019-12-31,629,2017-08-04
4506006,DGA,dga_web,Bocatoma Canal Alimentador,450,-30.4806,-71.0667,45,Rio Limari,450,Rio Hurtado,1951-01-01,1964-10-31,4563,-
4506007,DGA,dga_web,Recoleta Embalse,350,-30.5069,-71.0997,45,Rio Limari,450,Rio Hurtado,1943-05-01,2019-08-31,26319,-
4551004,DGA,dga_web,Ovalle (Escuela Agricola),340,-30.5528,-71.1642,45,Rio Limari,455,Rio Limari,1980-01-01,1983-04-30,1216,-
4551005,DGA,dga_web,Ovalle Dga,220,-30.6006,-71.2,45,Rio Limari,455,Rio Limari,1971-02-01,2019-09-30,17591,-
4552002,DGA,dga_web,La Torre,120,-30.6164,-71.3742,45,Rio Limari,455,Rio Limari,1936-06-01,2019-09-30,26543,-
4540005,DGA,dga_web,Sotaqui,280,-30.6306,-71.1194,45,Rio Limari,454,Rio Grande Bajo (Entre Embalse Paloma Y Rio Hurtado),1954-05-01,2019-08-31,23578,-
4557001,DGA,dga_web,Salala,100,-30.6783,-71.53,45,Rio Limari,455,Rio Limari,1968-10-01,1977-08-31,3046,-
4524001,DGA,dga_web,Monte Patria,445,-30.6914,-70.9608,45,Rio Limari,452,R. Grande Medio (Arriba Junta R. Rapel Y R. Guatulame O Muro Emb. Paloma),1970-03-01,1989-03-31,5476,-
4540006,DGA,dga_web,Paloma Embalse,320,-30.6958,-71.0361,45,Rio Limari,454,Rio Grande Bajo (Entre Embalse Paloma Y Rio Hurtado),1943-05-01,2019-09-30,27514,-
4523004,DGA,dga_web,Puntilla San Juan,430,-30.7025,-70.9178,45,Rio Limari,452,R. Grande Medio (Arriba Junta R. Rapel Y R. Guatulame O Muro Emb. Paloma),1965-01-01,1978-12-31,5112,-
4523002,DGA,dga_web,Rio Grande En Puntilla San Juan,420,-30.7047,-70.9244,45,Rio Limari,452,Rio Grande Medio (Arriba Junta Rapel Y E Paloma),2017-05-25,2018-07-28,422,2017-05-25
4522003,DGA,dga_web,Rapel,870,-30.7211,-70.7753,45,Rio Limari,452,R. Grande Medio (Arriba Junta R. Rapel Y R. Guatulame O Muro Emb. Paloma),1969-01-01,2019-09-30,18287,-
4520005,DGA,dga_web,Los Molles Bocatoma,2600,-30.7439,-70.4175,45,Rio Limari,452,R. Grande Medio (Arriba Junta R. Rapel Y R. Guatulame O Muro Emb. Paloma),1984-01-01,1992-04-30,1881,-
4515004,DGA,dga_web,El Maiten,1350,-30.8058,-70.5939,45,Rio Limari,451,Rio Grande Alto (Hasta Arriba Junta Rio Rapel),1958-11-01,1974-12-31,5356,-
4537003,DGA,dga_web,El Tome,420,-30.8178,-70.9706,45,Rio Limari,453,R. Guatulame (Muro Embalse Paloma),1966-01-01,2019-06-30,19356,-
4555001,DGA,dga_web,Punitaqui,280,-30.8278,-71.25,45,Rio Limari,455,Rio Limari,1961-08-01,2019-08-31,20505,-
4515005,DGA,dga_web,Pedregal,880,-30.8539,-70.7078,45,Rio Limari,451,Rio Grande Alto (Hasta Arriba Junta Rio Rapel),1967-01-01,1989-03-31,7853,-
4513004,DGA,dga_web,Caren,740,-30.8547,-70.7708,45,Rio Limari,451,Rio Grande Alto (Hasta Arriba Junta Rio Rapel),1943-05-01,2019-06-30,26022,-
4554003,DGA,dga_web,La Placilla,600,-30.8883,-71.3075,45,Rio Limari,455,Rio Limari,1989-05-01,2019-09-30,10925,-
4515007,DGA,dga_web,Ramadilla,1250,-30.8933,-70.6511,45,Rio Limari,451,Rio Grande Alto (Hasta Arriba Junta Rio Rapel),1937-05-01,1964-12-31,9735,-
4610001,DGA,dga_web,Pea Blanca,360,-30.9,-71.5503,46,Costeras Entre R.Limari Y R.Choapa,461,E.  El Teniente Y E. El Almendro (Incl.),1901-09-01,2019-09-30,10893,-
4513001,DGA,dga_web,Rio Grande En Cuyano,870,-30.9242,-70.7731,45,Rio Limari,451,Rio Grande Alto (Hasta Arriba Junta Rio Rapel),2017-08-04,2019-11-15,605,2017-08-04
4513003,DGA,dga_web,Tulahuen,1020,-30.9669,-70.7639,45,Rio Limari,451,Rio Grande Alto (Hasta Arriba Junta Rio Rapel),1949-05-01,2019-06-30,25148,-
4535001,DGA,dga_web,Cogoti Embalse,740,-31.0078,-71.0856,45,Rio Limari,453,R. Guatulame (Muro Embalse Paloma),1936-01-01,2019-09-30,28145,-
4511002,DGA,dga_web,Rio Grande En Las Ramadas,1380,-31.0117,-70.5811,45,Rio Limari,451,Rio Grande Alto (Hasta Arriba Junta Rio Rapel),2011-05-01,2019-12-31,3000,2017-06-26
4512002,DGA,dga_web,Tascadero,1230,-31.0153,-70.6664,45,Rio Limari,451,Rio Grande Alto (Hasta Arriba Junta Rio Rapel),1961-01-01,2019-08-31,20749,-
4511003,DGA,dga_web,Las Ramadas,1380,-31.0181,-70.5858,45,Rio Limari,451,Rio Grande Alto (Hasta Arriba Junta Rio Rapel),1943-05-01,2019-02-28,26864,-
4531002,DGA,dga_web,Rio Cogoti Entrada Embalse Cogoti,670,-31.0325,-71.0403,45,Rio Limari,453,Rio Huatulame (Muro Embalse Paloma),2015-01-14,2019-12-31,1428,2017-07-04
4531003,DGA,dga_web,Cogoti 18,840,-31.0836,-70.95,45,Rio Limari,453,R. Guatulame (Muro Embalse Paloma),1943-01-01,2019-09-30,27421,-
4530001,DGA,dga_web,Rio Cogoti En Fraguita,1065,-31.1119,-70.885,45,Rio Limari,453,R. Guatulame (Muro Embalse Paloma),2014-11-01,2019-09-30,1521,2017-04-27
4532006,DGA,dga_web,Combarbala,870,-31.1736,-71.0008,45,Rio Limari,453,R. Guatulame (Muro Embalse Paloma),1977-01-01,2019-06-30,15335,-
4732001,DGA,dga_web,La Canela Dmc,290,-31.3986,-71.4569,47,Rio Choapa,473,Rio Choapa Bajo (Entre Rio Illapel Y Desembocadura),1973-01-01,2019-09-30,16806,-
